iteration,loss_total,loss_per_char,learning_rate
0,1141.1044921875,4.457439422607422,1.2e-06
100,717.3832397460938,2.8022782802581787,0.00012119999999999999
200,652.2413330078125,2.5478177070617676,0.00024119999999999998
300,629.0126953125,2.457080841064453,0.00036119999999999994
400,617.92333984375,2.4137630462646484,0.0004812
500,604.8397216796875,2.3626551628112793,0.0006
600,580.3394775390625,2.266951084136963,0.0005999353016250794
700,529.8027954101562,2.069542169570923,0.0005997412348791632
800,514.9846801757812,2.0116589069366455,0.0005994178848863401
900,511.3085632324219,1.997299075126648,0.0005989653934786038
1000,454.21759033203125,1.774287462234497,0.0005983839591336405
1100,427.898193359375,1.6714773178100586,0.000597673836887771
1200,430.38714599609375,1.6811997890472412,0.0005968353382240815
1300,396.04351806640625,1.5470449924468994,0.000595868830935799
1400,408.8630676269531,1.5971213579177856,0.0005947747389649632
1500,398.28204345703125,1.5557892322540283,0.0005935535422164726
1600,386.52703857421875,1.509871244430542,0.0005922057763475822
1700,391.2599182128906,1.528359055519104,0.0005907320325329461
1800,374.88720703125,1.4644031524658203,0.0005891329572053091
1900,374.33087158203125,1.4622299671173096,0.0005874092517719597
2000,374.9899597167969,1.4648045301437378,0.0005855616723070703
2100,378.5347900390625,1.478651523590088,0.0005835910292200569
2200,365.51947021484375,1.4278104305267334,0.000581498186900108
2300,348.463623046875,1.3611860275268555,0.0005792840633370341
2400,357.223388671875,1.3954038619995117,0.0005769496297186077
2500,371.1141357421875,1.44966459274292,0.0005744959100045672
2600,366.31939697265625,1.4309351444244385,0.0005719239804774757
2700,336.98126220703125,1.3163330554962158,0.0005692349692706267
2800,344.3974304199219,1.3453024625778198,0.0005664300558732082
2900,353.6907653808594,1.381604552268982,0.0005635104706129397
3000,337.4820556640625,1.3182892799377441,0.0005604774941164094
3100,325.24322509765625,1.2704813480377197,0.0005573324567473495
3200,333.9998474121094,1.3046869039535522,0.0005540767380230944
3300,324.6951904296875,1.2683405876159668,0.0005507117660094793
3400,319.27001953125,1.2471485137939453,0.0005472390166944426
3500,344.3318786621094,1.3450464010238647,0.0005436600133406095
3600,334.99041748046875,1.308556318283081,0.0005399763258171379
3700,325.3485412597656,1.2708927392959595,0.0005361895699111227
3800,353.3551025390625,1.380293369293213,0.0005323014066188578
3900,327.98760986328125,1.2812016010284424,0.0005283135414172681
4000,324.9599609375,1.2693748474121094,0.0005242277235158313
4100,314.8985595703125,1.2300724983215332,0.0005200457450893163
4200,338.9034423828125,1.3238415718078613,0.000515769440491677
4300,331.80126953125,1.2960987091064453,0.0005114006854514427
4400,311.2555847167969,1.2158421277999878,0.0005069413962489631
4500,321.4393310546875,1.255622386932373,0.0005023935288758631
4600,289.546875,1.13104248046875,0.0004977590781770811
4700,322.84027099609375,1.2610948085784912,0.0004930400769758634
4800,306.9968566894531,1.1992064714431763,0.0004882385951821015
4900,308.8091125488281,1.2062855958938599,0.0004833567388844006
5000,323.49664306640625,1.2636587619781494,0.00047839664942627954
5100,298.5917053222656,1.1663738489151,0.00047336050246690736
5200,310.87738037109375,1.214364767074585,0.00046825050702678647
5300,303.7256774902344,1.186428427696228,0.00046306890451880395
5400,302.9016418457031,1.1832095384597778,0.0004578179677650734
5500,319.44744873046875,1.2478415966033936,0.0004525
5600,291.71820068359375,1.139524221420288,0.00044711733386000596
5700,300.11773681640625,1.172334909439087,0.00044167233036035924
5800,269.6016845703125,1.0531315803527832,0.00043616737785955354
5900,311.9920349121094,1.2187188863754272,0.0004306048910116964
6000,287.39031982421875,1.1226184368133545,0.0004249873097073611
6100,295.3403625488281,1.1536732912063599,0.00041931709800337034
6200,311.5960388183594,1.2171720266342163,0.00041359674304198
6300,302.7548828125,1.1826362609863281,0.00040782875395993544
6400,302.6175231933594,1.18209969997406,0.000402015660787882
