iteration,loss_total,loss_per_char,learning_rate
7900,268.57269287109375,2.09822416305542,0.0007
8000,247.53555297851562,1.9338715076446533,0.0007
8100,247.38784790039062,1.9327175617218018,0.0007
8200,282.86505126953125,2.209883213043213,0.0007
8300,249.5638427734375,1.9497175216674805,0.0007
8400,247.16259765625,1.9309577941894531,0.0007
8500,230.3076934814453,1.7992788553237915,0.0007
8600,274.9433288574219,2.1479947566986084,0.0007
8700,267.20098876953125,2.087507724761963,0.0007
8800,245.4312744140625,1.9174318313598633,0.0007
8900,294.7875061035156,2.303027391433716,0.0007
9000,209.36172485351562,1.6356384754180908,0.0007
9100,244.61972045898438,1.9110915660858154,0.0007
9200,224.46746826171875,1.7536520957946777,0.0007
9300,253.41812133789062,1.9798290729522705,0.0007
9400,236.85543823242188,1.850433111190796,0.0007
9500,233.35218811035156,1.8230639696121216,0.0007
9600,243.5094451904297,1.902417540550232,0.0007
9700,233.89517211914062,1.8273060321807861,0.0007
9800,238.78109741210938,1.8654773235321045,0.0007
9900,232.85997009277344,1.8192185163497925,0.0007
10000,218.79287719726562,1.7093193531036377,0.0007
10100,258.5882568359375,2.0202207565307617,0.0007
10200,239.66957092285156,1.8724185228347778,0.0007
10300,219.75791931152344,1.7168587446212769,0.0007
10400,244.1219940185547,1.9072030782699585,0.0007
10500,238.31661987304688,1.8618485927581787,0.0007
10600,231.01986694335938,1.8048427104949951,0.0007
10700,241.7519073486328,1.8886867761611938,0.0007
10800,244.4107666015625,1.909459114074707,0.0007
10900,236.05419921875,1.8441734313964844,0.0007
11000,261.0531005859375,2.0394773483276367,0.0007
11100,234.4027862548828,1.831271767616272,0.0007
11200,254.38311767578125,1.987368106842041,0.0007
11300,240.9204864501953,1.8821913003921509,0.0007
11400,287.8040771484375,2.248469352722168,0.0007
11500,278.35260009765625,2.1746296882629395,0.0007
11600,240.61465454101562,1.8798019886016846,0.0007
11700,242.99636840820312,1.898409128189087,0.0007
11800,263.42230224609375,2.0579867362976074,0.0007
11900,219.81561279296875,1.7173094749450684,0.0007
12000,270.47454833984375,2.1130824089050293,0.0007
12100,262.44677734375,2.050365447998047,0.0007
12200,210.8373565673828,1.6471668481826782,0.0007
12300,244.75711059570312,1.9121649265289307,0.0007
12400,244.61573791503906,1.9110604524612427,0.0007
12500,217.57327270507812,1.6997911930084229,0.0007
12600,253.78900146484375,1.9827265739440918,0.0007
12700,223.07467651367188,1.7427709102630615,0.0007
12800,203.0899658203125,1.5866403579711914,0.0007
12900,230.85147094726562,1.8035271167755127,0.0007
13000,229.0855712890625,1.7897310256958008,0.0007
13100,223.25558471679688,1.7441842555999756,0.0007
13200,227.17507934570312,1.7748053073883057,0.0007
13300,240.52987670898438,1.8791396617889404,0.0007
13400,274.7539978027344,2.1465156078338623,0.0007
13500,249.28501892089844,1.947539210319519,0.0007
13600,279.867431640625,2.186464309692383,0.0007
13700,245.39700317382812,1.9171640872955322,0.0007
13800,243.4866943359375,1.9022397994995117,0.0007
13900,246.45101928710938,1.925398588180542,0.0007
14000,253.79623413085938,1.9827830791473389,0.0007
14100,207.22889709472656,1.6189757585525513,0.0007
14200,214.68988037109375,1.67726469039917,0.0007
14300,240.1898193359375,1.8764829635620117,0.0007
14400,209.91427612304688,1.6399552822113037,0.0007
14500,235.42718505859375,1.8392748832702637,0.0007
14600,215.24977111816406,1.6816388368606567,0.0007
14700,228.25428771972656,1.7832366228103638,0.0007
14800,273.696044921875,2.1382503509521484,0.0007
14900,252.58531188964844,1.9733227491378784,0.0007
15000,266.32037353515625,2.080627918243408,0.0007
15100,244.37420654296875,1.9091734886169434,0.0007
15200,210.9132080078125,1.6477594375610352,0.0007
15300,293.89666748046875,2.296067714691162,0.0007
15400,198.73553466796875,1.5526213645935059,0.0007
15500,296.1859130859375,2.3139524459838867,0.0007
15600,268.1236572265625,2.0947160720825195,0.0007
15700,224.5959014892578,1.7546554803848267,0.0007
15800,266.0703125,2.07867431640625,0.0007
15900,191.7028045654297,1.4976781606674194,0.0007
16000,219.92694091796875,1.7181792259216309,0.0007
16100,211.66148376464844,1.653605341911316,0.0007
16200,215.96298217773438,1.6872107982635498,0.0007
16300,230.72354125976562,1.802527666091919,0.0007
16400,241.983154296875,1.890493392944336,0.0007
16500,221.46910095214844,1.7302273511886597,0.0007
16600,231.15948486328125,1.8059334754943848,0.0007
16700,239.6229248046875,1.872054100036621,0.0007
16800,220.83413696289062,1.725266695022583,0.0007
16900,230.80625915527344,1.8031738996505737,0.0007
17000,226.32699584960938,1.7681796550750732,0.0007
17100,212.25546264648438,1.6582458019256592,0.0007
17200,200.97885131835938,1.5701472759246826,0.0007
17300,233.38031005859375,1.8232836723327637,0.0007
17400,204.2578125,1.59576416015625,0.0007
17500,220.3881072998047,1.7217820882797241,0.0007
17600,243.65965270996094,1.9035910367965698,0.0007
17700,207.43829345703125,1.6206116676330566,0.0007
17800,221.07583618164062,1.7271549701690674,0.0007
17900,214.79898071289062,1.678117036819458,0.0007
18000,247.73065185546875,1.9353957176208496,0.0007
18100,230.50193786621094,1.800796389579773,0.0007
18200,242.65170288085938,1.8957164287567139,0.0007
18300,190.7422332763672,1.4901736974716187,0.0007
18400,225.8851776123047,1.7647279500961304,0.0007
18500,191.63018798828125,1.4971108436584473,0.0007
